departement;nom;adresse_1;adresse2;adresse3;code_postal;ville;email;telephone;fax;web;wgs84
75;L'Olympia;28, boulevard des Capucines;;;75009;Paris 09;;;01 55 27 10 10;http://www.olympiahall.com;48.87022,2.328326
75;Opéra National de Paris - Opéra Bastille;120, rue de Lyon;;;75012;Paris 12;;01 40 01 80 54;;http://www.operadeparis.fr;48.8519444,2.3705556
75;Théâtre de l'Aquarium;La Cartoucherie;Route du Champ de Manœuvre;;75012;Paris 12;theatredelaquarium@wanadoo.fr;01 43 74 72 74;01 43 28 13 60;http://www.theatredelaquarium.com;48.836094,2.450119
75;Théâtre du Chaudron;La Cartoucherie;Route du Champ de Manœuvre;;75012;Paris 12;lechaudron@wanadoo.fr;01 43 28 97 04;01 43 28 40 15;http://www.theatreduchaudron.fr;48.834738,2.4493869999999998
75;Maison de l'UNESCO;7, place de Fontenoy;;;75352;Paris 07;;01 45 68 10 00;;http://www.unesco.org;48.849591,2.306255
78;MJC Soph’Arts à Montesson;1 rue Pierre Louis Guyard;;;78360;Montesson;maisondesjeunesmontesson@orange.fr;01 30 09 83 70;;http://www.mjcmontesson.org/;48.90892050000001,2.1521958
91;Espace Simone Signoret;Le Mail de Thorigny;;;91080;Courcouronnes;contact@mjcsignoret.fr;01 64 97 86 00;;http://mjcsignoret.fr/;48.6205496,2.4066976
91;Centre culturel Marcel Pagnol;1, rue Descartes;;;91440;Bures-sur-Yvette;centre.culturel@bsy.fr;01 69 18 79 50;01 69 18 79 56;;48.6975615,2.1640626
92;Le Tamanoir;31-33, boulevard Jean-Jacques Rousseau;;;92230;Gennevilliers;contact@letamanoir.com;;;http://le.tamanoir.free.fr;48.93353250000001,2.2874815
94;Médiathéque Village à Créteil;5 avenue de Verdun;;;94000;Créteil;bibliotheque.creteil@agglo-plainecentrale94.fr;01 41 94 31 50;01 42 07 52 29;http://www.mediatheques-plainecentrale94.fr/médiathèque-village;48.794685,2.4618912
75;Institut Néérlandais;Centre culturel des Pays-Bas;121 rue de Lille;;75007;Paris 07;info@institutneerlandais.com;01 53 59 12 40;01 45 56 00 77;http://www.institutneerlandais.com/;48.8614014,2.3198785
75;Bibliothèque Faidherbe à Paris;18 rue Faidherbe;;;75011;Paris 11;bibliotheque.faidherbe@paris.fr;01 55 25 80 20;;;48.851579,2.3840575
75;Bouillon Belge;6, rue Planchat;;;75020;Paris 20;;;;;48.85193140000001,2.3993522
77;Médiathèque George Sand à Cesson;1 rue du Châtelet;;;77240;Cesson;;01 60 63 57 14;;http://www.ville-cesson.fr/;48.5658029,2.6034878
77;Médiathèque François-Mitterrand à Pontault-Combault;Parc de l’Hôtel de Ville;;;77340;Pontault-Combault;;01 70 05 47 59;;http://www.pontault-combault.fr/Mediatheque-Francois-Mitterrand.html;48.801255,2.607598
78;La Ferme de Bel Ébat;1, place de Bel Ébat;;;78280;Guyancourt;;01 30 48 33 44;;http://www.lafermedebelebat.fr;48.7702731,2.0699339
78;Médiathèque Aimé Césaire à La Verrière;Espace culturel Aimé Césaire;19 avenue du Général Leclerc;;78320;La Verrière;mediatheque-cesaire@agglo-sqy.fr;;;http://www.mediatheques.agglo-sqy.fr/les-mediatheques/les-mediatheques/aime-cesaire/;48.7548866,1.9553042999999999
91;Centre culturel communal de Morsang-sur-Orge;Hôtel de ville;;;91390;Morsang-sur-Orge;;01 69 72 20 30;;;48.6612758,2.346839
92;MJC Sceaux;21, rue des écoles;;;92300;Sceaux;;01 43 50 05 96;01 43 50 87 24;http://www.mjc-sceaux.com/;48.7771493,2.2937924
93;Ecole municipale de Musique et de Danse de Stains;rue Roger Salengro;;;93240;Stains;;01 49 71 34 20;;;48.946225,2.383142
93;Espace Paul Éluard;2, place Marcel Pointet;;;93240;Stains;;01 49 71 82 25;;;48.9517314,2.3818894999999998
94;Le Village;Place du Général Leclerc;;;94120;Fontenay-sous-Bois;contact@levillage.fr;01 41 95 24 58;;http://www.levillage.fr;48.8471949,2.4714736999999998
94;Salle des Fêtes de Gentilly;58-60, avenue Raspail;;;94250;Gentilly;;;;;48.81323219999999,2.3471364
95;L'apostrophe, Théâtre des Louvrais;Place de la Paix;;;95300;Pontoise;accueil@lapostrophe.net;01 34 20 14 25;;http://www.lapostrophe.net;49.058345,2.0883409
95;Bibliothèque du Centre culturel Art'M à Montmagny;Place du Québec;;;95360;Montmagny;bibliotheque.artm@gmail.com;01 39 83 08 66;;http://www.cavam-biblio.fr/;48.9740091,2.3459504
95;Espace culturel Bernard Dague;Rue du 8 mai 1945;;;95380;Louvres;lgrandjean@ville-louvres.fr;01 34 31 21 12;01 34 31 21 17;;49.0426602,2.5095372
95;Théâtre Jean Marais;Centre culturel du Forum;Place François Truffaut;;95210;Saint-Gratien;theatre@mairie-saintgratien.fr;01 39 89 24 42;01 39 89 93 89;http://www.ville-saintgratien.fr;48.96807,2.2852
78;Salle du Bout du Monde;Boulevard d'Elisabethville;;;78680;Epône;;01 30 95 05 20;;;48.9628799,1.8327901
91;Opéra de Massy;1, place de France;;;91300;Massy;infos@opera-massy.com;01 60 13 14 14;01 60 13 14 05;http://www.opera-massy.com/;48.7324525,2.2890556
91;Théâtre de l’Arlequin;33 rue Jean Raynal;;;91390;Morsang-sur-Orge;;01 69 25 49 15;;http://www.theatre-arlequin.fr/;48.6635332,2.3509604
92;Palais des Arts et des Congrès;25 avenue Victor-Cresson;;;92130;Issy-les-Moulineaux;alain.bernazzani@viparis.com;01 40 68 22 22;;;48.8229889,2.2696452
92;Salle Naldini;55 rue Paul Vaillant-Couturier;;;92300;Levallois-Perret;;;;;48.89642019999999,2.2841744
93;Théâtre Georges Simenon;Place Carnot;;;93110;Rosny-sous-Bois;espace.simenon@mairie-rosny-sous-bois.fr;01 48 94 74 64;;http://www.rosny93.fr;48.8734854,2.4826476
93;Salle des fêtes de Sevran;1, rue Gabriel Péri;;;93270;Sevran;;;;;48.9384773,2.5307747
75;L'Ogresse Théâtre de marionnettes;4, rue des Prairies;;;75020;Paris 20;;01 46 36 95 15;;http://www.ogresse.org;48.8612287,2.4047988
75;Théâtre Mouffetard;73, rue Mouffetard;;;75005;Paris 05;;01 43 36 87 88;;http://www.theatremouffetard.com;48.842305,2.349845
75;Café Fou;Quai François Mauriac;;;75013;Paris 13;;01 43 54 19 51;;;48.83413789999999,2.377319
93;Conservatoire à rayonnement départemental Erik Satie;71 avenue Charles Floquet;;;93156;Le Blanc-Mesnil;crd@blancmesnil.fr;01 48 65 59 83;01 48 65 01 63;;48.9400497,2.4536298
93;La Menuiserie - Espace Archipel 93;77 rue Jules Auffret;;;93500;Pantin;;01 48 40 56 53;;;48.8845584,2.411354
75;Centre culturel tchèque;18 rue Bonaparte;;;75006;Paris 06;ccparis@czech.cz;01 53 73 00 22;01 53 73 00 27;http://www.czechcentres.cz/paris;48.8561337,2.3342597
77;Salle des fêtes de Melun;Avenue de la 7e DB américaine;;;77000;Melun;;01 64 37 26 17;;;48.52993,2.6655569999999997
77;Espace Saint Exupéry;15 rue d'Emery;;;77184;Emerainville;;01 60 33 27 27;01 60 33 26 52;;48.8112821,2.6217829
77;Maison dans la Vallée;1, rue Lola Dommange;;;77210;Avon;;01 60 74 91 30;01 60 72 19 92;;48.41179700000001,2.7272727
77;Les Cuizines;38 rue de la Haute-Borne;;;77500;Chelles;lescuizines@chelles.fr;01 60 93 04 70;01 64 21 58 97;http://lescuizines.fr/;48.88780200000001,2.6141283
75;Comédie Française / Studio-Théâtre;Carrousel du Louvre;Place de la Pyramide inversée;99, rue de Rivoli;75001;Paris 01;;01 44 58 98 41;01 42 60 35 65;http://www.comedie-francaise.fr;48.859993,2.343687
75;Le Grand Palais;Avenue Winston-Churchill (entrée du public);Cours la Reine - Porte D (entrée administrative);;75008;Paris 08;;;;http://www.grandpalais.fr;48.8661793,2.313089
75;Le Limonaire;18, cité Bergère;;;75009;Paris 09;limonaire@free.fr;01 45 23 33 33;;http://limonaire.free.fr;48.8723681,2.3449676
75;Théâtre Douze Maurice Ravel;6, avenue Maurice-Ravel;;;75012;Paris 12;theatredouze@laligue.org;01 44 75 60 31;01 43 44 45 30;http://www.theatredouze.fr;48.84155270000001,2.4115664
75;Centre culturel du Yemen;25 rue Georges Bizet;;;75016;Paris 16;kalsalam@yaoo.com;01 53 23 87 84;01 47 23 69 41;http://www.ambyemenfrance.com;48.867693,2.296555
75;La Bellevilloise;19, rue Boyer;;;75020;Paris 20;f.martinez@labellevilloise.com;01 53 27 35 77;01 53 27 35 70;http://www.labellevilloise.com;48.868229,2.392235
78;Théâtre du Vésinet;59 boulevard Carnot;BP 500 28;;78115;Le Vésinet Cedex;info.theatre@vesinet.org;;01 39 76 16 51;http://www.vesinet.org;48.893983,2.1344303
78;Espace Philippe Noiret;Place Charles de Gaulle;;;78340;Les-Clayes-sous-Bois;affairesculturelles@lesclayessousbois.fr;01 60 27 01 78;01 60 27 01 78;http://www.lesclayessousbois.fr;48.8213381,1.986654
91;Centre culturel Jacques Brel;Rue Jacques Brel;;;91140;Villebon-sur-Yvette;;01 60 14 00 92;;http://www.villebon-sur-yvette.fr/textes/06/02.php;48.6980398,2.2361491
92;La Ferme du Bonheur;220, avenue de la République;;;92000;Nanterre;;;;http://lafermedubonheur.over-blog.net;48.9052769,2.2097784
92;Maison de la musique et de la danse;4 rue Etienne Dolet;;;92220;Bagneux;conservatoire.bagneux@suddeseine.fr;01 70 19 30 50;01 46 54 59 87;;48.7956927,2.3046982
95;EMB;2, rue Georges Pompidou;;;95110;Sannois;com@emb.sannois.org;;;http://www.emb-sannois.org;48.9865919,2.2396323
75;Espace EDF Electra;6, rue Récamier;;;75007;Paris 07;;01 53 63 23 45;;http://fondation.edf.com/;48.8522346,2.327984
75;Maison de l'Amérique latine;217 boulevard Saint-Germain;;;75007;Paris 07;culturel@mal217.org;01 49 54 75 00;01 45 49 06 33;http://www.mal217.org;48.857342,2.3237558
77;Salle du citoyen;17 rue du suffrage universel;;;77185;Lognes;;;;;48.83701629999999,2.6303602
77;Médiathèque de l'Arche Guédon à Torcy;7 place des Rencontres;;;77200;Torcy;;01 60 37 78 78;;http://www.san-valmaubuee.fr/bibliotheque/bibvm4.html;48.8514463,2.6356022
77;Maison Pour Tous Jacques Marguin;3, chemin de la Couronne;;;77270;Villeparisis;mpt-villeparisis@wanadoo.fr;01 64 67 58 50;01 64 67 58 52;http://www.mptjm.fr/;48.93801320000001,2.6078699
91;Théâtre d'Étampes;Place Geoffroy Saint-Hilaire;;;91150;Étampes;service.culturel@communaute-communes-etampois.fr;01 69 92 69 07;01 69 92 69 03;;48.4355023,2.1496678
91;Chant'Essonne;La Petite Ferme;Place de l'église;;91640;Janvry;chantessonne@wanadoo.fr;01 64 90 50 07;;http://chantessonne.free.fr/;48.647614,2.153824
91;Espace Georges Brassens;1 rue des Grives;;;91760;Itteville;brassens@itteville.fr;01 64 85 09 27;;http://www.itteville.fr/;48.5257032,2.3509906
92;Espace cirque d’Antony;rue Georges Suant;;;92160;Antony;accueil@tfg-lp.com;01 41 87 20 87;;http://www.theatrefirmingemier-lapiscine.fr;48.7435327,2.2844932
92;Conservatoire de danse et de musique Châtenay-Malabry;Pôle culturel;254 avenue de la Division-Leclerc;;92290;Châtenay-Malabry;conservatoire-chatenaymalabry@agglo-hautsdebievre.fr;01 41 87 20 70;;http://www.chatenay-malabry.fr/culture4a.html;48.7642979,2.2692255
92;Théâtre Armande Béjart;16 place de l'Hôtel-de-Ville;;;92600;Asnières-sur-Seine;chm@tab92.fr;01 41 11 14 58;01 47 33 86 89;;48.9110441,2.2892614
93;Théâtre André Malraux de Gagny;Association Théâtre de Gagny;1 bis, rue Guillemeteau;;93220;Gagny;d.usai@mairie-gagny.fr;01 43 02 81 33;01 43 81 04 41;;48.8846141,2.530268
93;Médiathèque Saint-Just à Stains;36 avenue Louis Bordes;;;93240;Stains;;01 48 29 89 89;;http://www.mediatheques-plainecommune.fr/;48.9552179,2.3850662
93;MJC - Espace Jean-Roger Caussimon;6 rue des Alpes;;;93290;Tremblay-en-France;mjccaussimon@gmail.com;01 48 61 09 85;;http://mjccaussimon.fr/;48.9451134,2.5788691
93;Médiathèque Colette à Epinay-sur-Seine;49 rue de Paris;;;93800;Epinay-sur-Seine;bertille.lambert@plainecommune.fr;01 71 86 35 00;;http://www.mediatheques-plainecommune.fr/;48.9533334,2.311759700000001
94;Salle Jacques Brel de Fontenay-sous-Bois;164 boulevard Galliéni;;;94120;Fontenay-sous-Bois;;;;;48.8493869,2.4775005
95;Centre Simone Signoret;14 , avenue du Maréchal Foch;;;95440;Ecouen;;;;;49.0268412,2.3673612
78;La Clé des Champs;Espace Coluche;13, rue Romain Rolland;;78370;Plaisir;cledeschamps@ville-plaisir.fr;01 30 07 60 60;;http://www.ville-plaisir.fr;48.8225509,1.9580741
78;Bibliothèque Saint-Exupéry d'Andresy;40 boulevard Noël Marc;;;78570;Andresy;;01 34 01 11 60;;http://www.andresy.com/;48.9785864,2.0578255
92;Centre socioculturel Jacques Prévert;12, place Claude Debussy;;;92220;Bagneux;;01 46 56 12 12;;;48.7841351,2.3090232
92;Théâtre 71, Scène nationale;3, place du 11 Novembre;;;92240;Malakoff;;01 55 48 91 00;;http://www.theatre71.com;48.8215773,2.3019454
93;Les Instants Chavirés;7 rue Richard Lenoir;;;93100;Montreuil;infos@instantschavires.com;01 42 87 25 91;;http://www.instantschavires.com;48.85414189999999,2.4191427
75;L'Antre Magique;50, rue Saint-Georges;;;75009;Paris 09;antremagique@gmail.com;01 39 68 20 20;;http://www.antremagique.fr;48.8773785,2.3373861
75;Bibliothèque Musset à Paris;20 rue de Musset;;;75016;Paris 16;bibliotheque.musset@paris.fr;01 45 25 69 83;;;48.8420491,2.2632927
75;Abracadabar;123, avenue Jean Jaurès;;;75019;Paris 19;info@abracadabar.fr;06 46 36 23 18;;http://www.abracadabar.fr;48.8861001,2.3822935
75;International Visual Théâtre / IVT;7, cité Chaptal;;;75009;Paris 09;contact@ivt.fr;01 53 16 18 10;01 53 16 18 19;http://www.ivt.fr;48.8813252,2.3329418
75;Le lieu du collectif 21.29.7;37, rue des 3 bornes;;;75011;Paris 11;21.29.7.collectif@gmail.com;01 43 14 30 20;;;48.867353,2.374653
95;Centre culturel de Taverny;6 rue Chemin Vert de Boissy;;;95150;Taverny;centreculturel@ville-taverny.fr;01 34 18 65 10;;http://www.ville-taverny.fr/article.php3?id_article=1323;49.0143746,2.2111872
95;Conservatoire à rayonnement communal de Sarcelles;2, avenue Paul Langevin;;;95200;Sarcelles;;01 39 90 14 94;;;48.9812364,2.3785389
95;Espace Charles Aznavour;Place Charles de Gaulle;;;95400;Arnouville;;01 39 87 10 65;;;49.0099527,2.3953917
78;Théâtre Eurydice-ESAT;Quartier aqueduc de l'Avre;110, rue Claude Chappe;;78370;Plaisir;eurydice@seay.asso.fr;01 30 55 50 05;01 30 55 97 03;http://www.cat-eurydice.asso.fr/;48.8222555,1.9616541
75;Théâtre de la danse;77 rue de Charonne;;;75011;Paris 11;infos@theatredeladanse.fr;01 43 56 89 87;01 43 56 89 87;http://www.theatredeladanse.fr/;48.8538774,2.3815068999999998
77;Les 26 couleurs;Centre culturel;;;77310;Saint-Fargeau-Ponthierry;les26couleurs@saint-fargeau-ponthierry.fr;;;http://www.saint-fargeau-ponthierry.fr;48.543373,2.527307
77;Médiathèque du Ru de Nesles à Champs-sur-Marne;15 avenue des Pyramides;;;77420;Champs-sur-Marne;;01 60 37 78 78;;;48.8518175,2.5847354
78;Théâtre Montansier;13 rue des Réservoirs;;;78000;Versailles cedex;;01 39 20 16 00;01 39 53 43 21;http://www.theatremontansier.com;48.8080771,2.1242302
78;CAC Georges Brassens;18 rue de Gassicourt;;;78200;Mantes-la-Jolie;programmation@cacgeorgesbrassens.com;01 30 63 03 30;01 30 63 04 75;http://www.cacgeorgesbrassens.com;48.991344,1.7095473
92;Médiathéque de Suresnes;5 rue Ledru-Rollin;;;92150;Suresnes;mediatheque@ville-suresnes.fr;01 41 18 16 69;;http://www.mediatheque-suresnes.fr/;48.8705727,2.2288446
92;Médiathèque Flora-Tristan à Nanterre;2, rue des Anciennes-Mairies;;;92200;Nanterre;;01 47 29 51 57;;http://www.nanterre.fr/Envies/Le+r%C3%A9seau+des+m%C3%A9diath%C3%A8ques/R%C3%A9seau+6+m%C3%A9diath%C3%A8ques/M%C3%A9diath%C3%A8que+Flora-Tristan.htmhttp://www.nanterre.fr/Envies/Le+r%C3%A9seau+des+m%C;48.8904514,2.1975011
93;Mille Club;29 Rue Guynemer;;;93350;Le Bourget;cecbsdj@free.fr;01 48 35 38 21;;http://cecbsdj.free.fr;48.93861769999999,2.4315368
93;Ciné 104;104 avenue Jean Lolive;;;93500;Pantin;cine104@wanadoo.fr;01 48 46 95 93;;http://www.cine104.com;48.8919636,2.4089079
75;Centre culturel iranien;6 rue Jean Bart;;;75006;Paris 06;cci@cciran.com;01 45 49 19 20;01 45 49 31 34;http://paris.icro.ir/;48.8477845,2.3309318
75;Les Folies Bergère;32, rue Richer;;;75009;Paris 09;jmd@jmdprod.com;01 44 79 98 60;01 44 79 98 61;http://www.foliesbergere.com;48.874094,2.344856
75;Au Chat noir;76, rue Jean-Pierre Timbaud;;;75011;Paris 11;auchatnoir@gmail.com;01 48 06 98 22;;http://auchatnoir.free.fr;48.8673668,2.3760961
75;Espace†Turquetil Centre Culturel Franco-Japonais;8-10 passage Turquetil;;;75011;Paris 11;sachiko.hattori@ccfj-paris.org;01 43 48 83 64;01 43 48 00 38;http://www.ccfj-paris.org/;48.85142219999999,2.3928219
75;Théâtre de la Bastille;76, rue de la Roquette;;;75011;Paris 11;accueil@theatre-bastille.com;01 43 57 26 63;;http://www.theatre-bastille.com;48.855821,2.375481
75;Théâtre de la Gaîté Montparnasse;26, rue de la Gaîté;;;75014;Paris 14;gaite.contact@orange.fr;01 43 20 60 56;01 43 22 56 51;http://www.gaite.com;48.8393115,2.3232089
75;La Boule Noire;120, boulevard de Rochechouart;;;75018;Paris 18;jeanpaul.rosselin@lacigale.fr;01 49 25 81 75;01 42 23 67 04;http://www.laboule-noire.fr;48.882283,2.3401548
77;Conservatoire de musique du Pays de Meaux;49 cours Pinteville;;;77100;Meaux;conservatoire-meaux@wanadoo.fr;01 64 34 68 03;01 64 33 85 57;;48.96202719999999,2.875486
78;Médiathèque Emile Zola à Bennecourt;Rue de l'église;;;78270;Bennecourt;mediatheque.zola@orange.fr;01 30 93 28 64;;http://www.mairie-bennecourt.fr/;49.03999049999999,1.5663498
78;Théâtre Institut Marcel Rivière - IMR;Avenue de Montfort;;;78320;La Verrière;;01 39 38 77 08;;http://www.lerelaismutualiste.org;48.7503973,1.9484418
91;Maison de quartier des Aunettes;Rue de l’Ecolev;;;91000;Evry;m.perrin@mairie-evry.fr;01 69 91 20 33;01 69 91 40 95;http://www.evry.fr/articles/vos-maisons-de-quartier.html;48.629828,2.441782
91;Médiathèque Raymond Queneau à Ris-Orangis;5 rue du 8 mai 1945;;;91130;Ris-Orangis;;01 69 43 86 90;;http://www.agglo-evry.fr/La-Culture/Le-reseau-des-mediatheques/infrastructure/Mediatheque-Raymond-Queneau;48.6570709,2.4106158
91;Orangerie-Espace Tourlière;66 rue d’Estienne d’Orves;;;91370;Verrières-le-Buisson;affairesculturelles@verrieres-le-buisson.fr;01 69 53 78 22;01 69 53 78 00;http://www.mairie-verrieres-91.fr;48.7466325,2.2645568
92;Médiathèque des Fontenelles à Nanterre;27 rue de la Paix;centre commercial des Fontenelles;;92000;Nanterre;;01 47 29 51 57;;http://www.nanterre.fr/Envies/Le+r%C3%A9seau+des+m%C3%A9diath%C3%A8ques/R%C3%A9seau+6+m%C3%A9diath%C3%A8ques/M%C3%A9diath%C3%A8que+des+Fontenelles.htm;48.88776,2.22399
94;Studio-Théâtre de Charenton;86 rue de Paris;;;94220;Charenton-le-Pont;adminstudiotheatre@sfr.fr;01 43 96 21 05;01 43 96 21 07;http://www.studiotheatrecharenton.org;48.8232922,2.4112527999999998
94;La Grange Dîmière - Théâtre de Fresnes;Ferme de Cottinville;41, rue du Docteur Maurice Ténine;;94260;Fresnes;grangedimiere@fresnes94.fr;01 49 84 56 91;01 49 84 56 57;http://www.fresnes94.fr;48.755271,2.32621
95;Maison de quartier Boris Vian;4 rue Scribe;;;95400;Villiers-le-Bel;;01 34 07 81 74;;;49.0015304,2.4162421
95;Complexe Marcel Paul;Avenue Gavroche;;;95490;Vauréal;jmdemey@complexemarcelpaul.com;01 34 43 15 15;01 30 32 22 62;;49.028654,2.02726
75;Galerie Quang;7, rue des Filles du Calvaire;;;75003;Paris 03;info@galerie-quang.com;01 44 54 92 15;09 50 42 81 96;http://www.galerie-quang.com;48.8624802,2.3654188
75;Centre d'animation Valeyre;24, rue Rochechouart;;;75009;Paris 09;cavaleyre@laligue.org;01 48 78 20 12;01 48 78 37 84;;48.8781077,2.3449333
75;Naxos Bobine;135, rue de la Roquette;;;75011;Paris 11;info@naxosbobine.org;06 63 15 19 73;;http://www.naxosbobine.org;48.8585901,2.3838337
75;Théâtre Le Temple;18, rue du Faubourg-du-Temple;;;75011;Paris 11;contact@theatreletemple.com;01 43 38 45 83;;http://www.theatreletemple.com;48.868199,2.366387
75;L'Avant Rue;134, rue de Tocqueville;;;75017;Paris 17;avant-rue@wanadoo.fr;01 44 15 96 86;01 44 15 96 48;http://www.avantrue.fr;48.8889313,2.3056531
78;OMMASEC;Le Colombier;Rue de la Ferme;;78200;Magnanville;ommaseclecolombier@wanadoo.fr;01 30 92 70 33;01 30 92 87 28;http://www.ommasec.com;48.967745,1.67949
93;Le Théâtre de la Noue;12, place Berthie-Albrecht;;;93100;Montreuil;theatredelanoue@gmail.com;01 48 70 00 55;;;48.8673215,2.4302415
93;Espace Michel Simon;36 rue de la République;;;93160;Noisy-le-Grand;ems-billetterie@ville-noisylegrand.fr;01 49 31 02 02;01 49 31 02 69;http://www.espace-michel-simon.fr;48.8463539,2.5526336
93;Université Paris XIII;Campus de Villetaneuse;99 avenue Jean-Baptiste Clément;;93450;Villetaneuse;;01 49 40 30 00;;;48.9559156,2.3388116
93;La Nef - Manufacture d'utopies;20, rue Rouget de Lisle;;;93500;Pantin;contact@la-nef.org;01 41 50 07 20;;http://www.la-nef.org;48.88996059999999,2.4118389000000002
93;Le Pôle musical d'Orgemont;1, rue de la Tête Saint-Médard;;;93800;Épinay-sur-Seine;david.lagarrigue@epinay-sur-seine.fr;01 48 41 41 40;01 48 41 84 08;http://www.epinay-sur-seine.fr/epinay/rb030204.asp;48.95306910000001,2.2955351
94;Le Comptoir;Halle Roublot;95 rue Roublot;;94120;Fontenay-sous-Bois;contact@musiquesaucomptoir.fr;01 48 75 64 31;;http://www.musiquesaucomptoir.org;48.8512139,2.4588289
95;Direction de l'Action Culturelle d'Argenteuil;107 rue Paul Vaillant-Couturier;;;95100;Argenteuil;culture@ville-argenteuil.fr;01 34 23 58 00;;;48.9432329,2.248787
95;Centre l'Envol;77 avenue Charles Vaillant;;;95400;Arnouville;;01 39 85 66 94;;;48.9861089,2.4125933
75;Centre d'animation Les Halles Marais;6-8, place Carrée;Forum des Halles;;75001;Paris 01;caleshalles@actisce.org;01 40 28 18 48;;http://www.anim-leshalles.org;48.862424,2.345859
75;Théâtre le Ranelagh;5, rue des Vignes;;;75016;Paris 16;administration@theatre-ranelagh.com;01 42 88 64 84;01 42 30 81 19;http://www.theatre-ranelagh.com;48.854566,2.277611
78;Centre Louis Jouvet;45 rue Georges-Herrewyn;;;78270;Bonnières-sur-Seine;centre.louis.jouvet@orange.fr;01 30 93 25 55;01 30 42 05 00;http://www.cclj.fr/;49.0377008,1.5811842999999999
92;Théâtre de Suresnes - Jean Vilar;16 place Stalingrad;;;92150;Suresnes;;01 41 18 85 85;;http://www.theatre-suresnes.fr/;48.8631902,2.2022329
92;Le Magasin;144 avenue Pierre Brossolette;;;92240;Malakoff;valerie@lemagasin.org;01 49 65 49 52;01 49 65 40 53;http://www.lemagasin.org/;48.8158627,2.3048629
93;Théâtre de la girandole;4 rue Edouard Vaillant;;;93100;Montreuil;;01 48 57 53 17;;;48.8573628,2.4331597
93;Le Palais des Fêtes de Romainville;28 avenue Paul Vaillant-Couturier;;;93231;Romainville Cedex;;;;;48.8851802,2.4352295
94;La Maison du conte de Chevilly-Larue;Villa Lipsi;8 rue Albert Thuret;;94550;Chevilly-Larue;informations@lamaisonduconte.com;01 49 08 50 85;01 45 46 21 91;http://lamaisonduconte.com;48.7726791,2.337365
95;Salle Saint-Just;Place Saint-Just;;;95100;Argenteuil;;01 34 23 69 14;;;48.9248451,2.2862795
95;Salle des fêtes de Soisy-sous-Montmorency;16 avenue du Général de Gaulle;;;95230;Soisy-sous-Montmorency;;01 34 05 21 60;;;48.9851428,2.2996444
95;MJC de Persan;3, rue Georges Wodli;;;95340;Persan;mjc-persan@orange.fr;01 30 34 99 24;;http://www.mjcpersan.fr;49.150446,2.2741778999999998
94;Espace Jean-Marie Poirier;1, esplanade du 18 juin 1940;;;94370;Sucy-en-Brie;espace-jmp@ville-sucy.fr;01 45 90 54 14;;;48.7886373,2.5358963
95;Médiathèque Les temps modernes à Taverny;7 rue du Chemin Vert de Boissy;;;95150;Taverny;mediatheque@ville-taverny.fr;01 30 40 55 00;;http://www.les-temps-modernes.org/;49.01424429999999,2.2115639
95;Espace Culturel Lucien Jean;Rue Marcel Petit;;;95670;Marly-La-Ville;marlyespaceculturel@wanadoo.fr;01 34 31 37 60;01 30 29 06 67;http://www.marly-la-ville.fr;49.087159,2.5056659999999997
78;Le Scarabée;7 bis, avenue du Général Leclerc;;;78320;La Verrière;scarabeelv@yahoo.fr;01 30 13 87 40;;http://www.ville-laverriere.com/spip.php?article47;48.75666409999999,1.9576962999999998
78;Théâtre de Sartrouville - Centre dramatique national;Place Jacques-Brel;BP 93;;78505;Sartrouville Cedex;infos@theatre-sartrouville.com;01 30 86 77 77;01 39 14 87 91;http://www.theatre-sartrouville.com;48.9404701,2.1941253
78;Espace Ostermeyer;16 rue Louise-Michel;;;78800;Houilles;service.culturel@ville-houilles.fr;;;;48.9280835,2.1997923999999998
91;Conservatoire Municipal de Musique et de Danse Claude Debussy;Place d’Essonnes;;;91100;Corbeil-Essonnes;cressot.a@mairie-corbeil-essonnes.fr;01 64 96 78 49;01 60 88 99 19;http://www.corbeil-essonnes.com/;48.6032301,2.4639463
91;Centre culturel Le Ludion;4 av des Gardes Messiers;;;91360;Villemoisson-sur-Orge;;01 69 51 20 29;;;48.6594358,2.3295676
93;Espace François Mauriac;51, avenue du Général Leclerc;;;93270;Sevran;;;;;48.9396138,2.5244749
94;Pavillon Baltard - Palais des Arts;1 place de l'Europe;;;94130;Nogent-sur-Marne;mc.baltard@wanadoo.fr;01 48 73 45 81;01 41 95 70 03;http://www.pavillonbaltard.fr/;48.814926,2.4632305
75;Bibliothèque Hergé à Paris;2 rue du Département;;;75019;Paris 19;bibliotheque.herge@paris.fr;01 40 38 18 08;;;48.88509390000001,2.3669807
75;Centre culturel héllenique;23 rue de Galilée;;;75116;Paris 16;contact@cchel.org;01 47 23 39 06;;http://www.cchel.com/fr/;48.868907,2.294173
78;Conservatoire municipal Georges Bizet du Vésinet;51 boulevard d'Angleterre;;;78110;Le Vésinet;conservatoire@levesinet.fr;01 39 76 67 32;;;48.8966437,2.1183148
78;Théâtre Nouvelle-France;9 rue Pottier;;;78150;Le Chesnay;;;;;48.82660749999999,2.125741
75;Centre culturel irlandais;5, rue des Irlandais;;;75005;Paris 05;rbeaugendre@centreculturelirlandais.com;01 58 52 10 30;01 58 52 10 99;http://www.centreculturelirlandais.com;48.8441893,2.3460214
